Time,Number of duplicates
(0,0)
(0.05,0)
(0.1,0)
(0.15,0)
(0.2,0)
(0.25,34)
(0.3,176)
(0.35,196)
(0.4,216)
(0.45,233)
(0.5,250)
(0.55,251)
(0.6,251)
(0.65,251)
(0.7,251)
(0.75,251)
(0.8,251)
(0.85,251)
(0.9,252)
(0.95,252)
(1.0,261)
(1.05,261)
(1.1,265)
(1.15,265)
(1.2,266)
(1.25,266)
(1.3,266)
(1.35,266)
(1.4,266)
(1.45,266)
(1.5,266)
(1.55,266)
(1.6,266)
