Threshold,recall
0.0,0.7821308912218004
0.05,0.7821478548247834
0.1,0.4167517233798659
0.15,0.4174780150753769
0.2,0.4181786763435286
0.25,0.4176819203621901
0.3,0.4174847252108628
0.35,0.41730663525716527
0.4,0.418579080470603
0.45,0.41760761342399927
0.5,0.4176153761600427
0.55,0.4179825113236034
0.6,0.4177981017034383
0.65,0.41738379396984926
0.7,0.4180952530601342
0.75,0.4176609105180534
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
