Threshold,precision
0.0,0.691168923453476
0.05,0.6913794691616333
0.1,0.4550988562511789
0.15,0.45587050088310443
0.2,0.4564706689301576
0.25,0.4556132860057959
0.3,0.45578476259066825
0.35,0.4556475813227704
0.4,0.45695080336780014
0.45,0.45599053449251503
0.5,0.45604197746797676
0.55,0.4557333196152065
0.6,0.4559047962000789
0.65,0.455767614932181
0.7,0.4562648970283108
0.75,0.4562134540528491
0.8,NaN
0.85,NaN
0.9,NaN
0.95,NaN
1.0,NaN
