Threshold,precision
0.0,NaN
0.05,1.0
0.1,1.0
0.15,1.0
0.2,1.0
0.25,1.0
0.3,1.0
0.35,1.0
0.4,1.0
0.45,1.0
0.5,1.0
0.55,0.9986928104575163
0.6,0.9986928104575163
0.65,0.9986928104575163
0.7,0.9986928104575163
0.75,0.9986928104575163
0.8,0.9986928104575163
0.85,0.9986928104575163
0.9,0.9986928104575163
0.95,0.9986928104575163
1.0,0.9986928104575163
