Threshold,recall
0.0,0.0
0.05,0.7409692014490012
0.1,0.7409692014490012
0.15,0.7409692014490012
0.2,0.7409692014490012
0.25,0.7409692014490012
0.3,0.7409692014490012
0.35,0.5434966418327138
0.4,0.5434966418327138
0.45,0.5434966418327138
0.5,0.5434966418327138
0.55,0.06305650618641312
0.6,0.01594970423363994
0.65,0.011319644460961937
0.7,4.95524791724736E-4
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
