Time,Number of duplicates
(0,0)
1,0
2,0
3,0
4,0
5,0
6,56
7,160
8,160
9,160
10,160
11,184
12,206
13,222
14,227
15,228
16,230
17,231
18,231
19,231
20,231
21,231
22,231
23,232
24,232
25,232
26,232
27,235
28,236
29,236
30,236
31,236
32,236
