Time,Number of duplicates
(0,0)
20,0
40,0
60,1813
80,2994
100,2994
120,2994
140,2994
160,2994
180,2994
200,3629
220,5649
240,5729
260,5729
280,5776
300,6490
320,6651
340,6651
360,6651
380,6984
400,7235
420,7235
440,7235
460,7277
480,7560
500,7629
520,7629
540,8125
560,8356
580,8356
600,8356
620,8356
640,8356
660,8356
680,8520
700,8925
720,9077
740,9077
760,9077
780,9189
800,9254
