Threshold,precision
0.0,0.8625448223405411
0.05,0.75
0.1,0.6328456474030725
0.15,0.2246644518272425
0.2,0.14252567645954892
0.25,0.04346654843615833
0.3,0.009540908047735618
0.35,0.005016178131760832
0.4,0.003813751658743069
0.45,0.003852181031458309
0.5,0.0071989159279543784
0.55,NaN
0.6,NaN
0.65,NaN
0.7,NaN
0.75,NaN
0.8,NaN
0.85,NaN
0.9,NaN
0.95,NaN
1.0,NaN
