Threshold,recall
0.0,0.8084326306141155
0.05,0.9000916590284143
0.1,0.8810469497912211
0.15,0.8608819635400754
0.2,0.8507994704145025
0.25,0.7887768611874937
0.3,0.40645686933496283
0.35,0.21346369284041145
0.4,0.17883694877278744
0.45,0.1677360219981668
0.5,0.05194011610143599
0.55,0.0
0.6,0.0
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
