Threshold,recall
0.0,0.0
0.05,0.2842384887839433
0.1,0.28428067668121726
0.15,0.28424077669902914
0.2,0.28426955819300315
0.25,0.2842384887839433
0.3,0.2842429044134781
0.35,0.21554040411884387
0.4,0.21553156791178069
0.45,0.21555258743865316
0.5,0.21552152575013978
0.55,0.05240255818635118
0.6,0.012867960172811594
0.65,0.0100342216510011
0.7,3.71643593793552E-4
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
