Threshold,f1_score
0.0,0.0
0.05,0.544655303804762
0.1,0.5439570144369765
0.15,0.5440513273513413
0.2,0.5447006322052808
0.25,0.5444355633213748
0.3,0.5438475836431227
0.35,0.6104580605727751
0.4,0.6104382060330915
0.45,0.6117822229706376
0.5,0.6110096298792275
0.55,0.10590285404677181
0.6,0.027218989139898273
0.65,0.02096069868995633
0.7,7.430110522894028E-4
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
