Threshold,f1_score
0.0,0.0
0.05,0.011365675659508285
0.1,0.015765219500363813
0.15,0.015765219500363813
0.2,0.01907343271595643
0.25,0.029805304062174506
0.3,0.029805304062174506
0.35,0.029805304062174506
0.4,0.029805304062174506
0.45,0.029805304062174506
0.5,0.029805304062174506
0.55,0.029805304062174506
0.6,0.0
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
