Time,Number of duplicates
(0,0)
20,0
40,0
60,435
80,1520
100,2635
120,3696
140,3840
160,3911
180,4122
200,4321
220,4511
240,4739
260,4929
280,5102
300,5243
320,5391
340,5530
360,5654
380,5793
400,5946
420,6086
440,6200
460,6268
480,6315
500,6315
520,6328
540,6389
560,6447
580,6506
600,6582
620,6635
640,6667
660,6697
680,6724
700,6759
720,6801
740,6837
760,6850
780,6873
800,6888
