Threshold,precision
0.0,NaN
0.05,0.0199324969751003
0.1,0.029409345743149698
0.15,0.03779515803966128
0.2,0.03779515803966128
0.25,0.03779515803966128
0.3,0.03779515803966128
0.35,0.03779515803966128
0.4,0.03779515803966128
0.45,0.03779515803966128
0.5,0.03779515803966128
0.55,0.03779515803966128
0.6,0.03333131508839913
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,NaN
