Threshold,recall
0.0,0.0
0.05,0.4144006517975354
0.1,0.43700987880639575
0.15,0.4641002138710663
0.2,0.4641002138710663
0.25,0.4641002138710663
0.3,0.4641002138710663
0.35,0.4641002138710663
0.4,0.4641002138710663
0.45,0.4641002138710663
0.5,0.4641002138710663
0.55,0.4641002138710663
0.6,0.4485181790406355
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
