Threshold,f1_score
0.0,0.7333050653060941
0.05,0.7330302271905675
0.1,0.43891698996546025
0.15,0.43885233559199976
0.2,0.43970052775845847
0.25,0.4390128144280968
0.3,0.43934361860510773
0.35,0.43855760658875104
0.4,0.43918642514685907
0.45,0.4384155822898764
0.5,0.4388834788586018
0.55,0.43848211437312373
0.6,0.4388683444055372
0.65,0.43910581612280297
0.7,0.4392271068863402
0.75,0.4386979605526878
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
