Threshold,f1_score
0.0,0.0
0.05,0.5429791033116648
0.1,0.5433084049559103
0.15,0.5434877642703673
0.2,0.5440190453163215
0.25,0.5444077570571548
0.3,0.5444317368220406
0.35,0.6099184600989173
0.4,0.6074269610815825
0.45,0.6100040087301234
0.5,0.6099860957609897
0.55,0.10593059013032655
0.6,0.027218989139898273
0.65,0.02096069868995633
0.7,7.430110522894028E-4
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
