Threshold,precision
0.0,NaN
0.05,0.6778822709857193
0.1,0.6781609195402298
0.15,0.6784163473818646
0.2,0.6792058516196448
0.25,0.6796089450340199
0.3,0.6798411629473098
0.35,0.7719080594590937
0.4,0.7682902068716584
0.45,0.7722915209888797
0.5,0.7717759032883756
0.55,0.9741448963102612
0.6,1.0
0.65,1.0
0.7,1.0
0.75,NaN
0.8,NaN
0.85,NaN
0.9,NaN
0.95,NaN
1.0,NaN
