Threshold,recall
0.0,0.0
0.05,0.4528574087862993
0.1,0.45319119221637727
0.15,0.45332671300893745
0.2,0.4537134702488056
0.25,0.4540743499038044
0.3,0.45400409403883135
0.35,0.5041248048083439
0.4,0.5022638448492
0.45,0.504078207355496
0.5,0.5042736302278287
0.55,0.05601065394800006
0.6,0.013797268419585618
0.65,0.01059135039717564
0.7,3.71643593793552E-4
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
