Time,Number of duplicates
(0,0)
20,0
40,0
60,0
80,216
100,753
120,1319
140,1877
160,2480
180,3045
200,3568
220,3721
240,3721
260,3721
280,3721
300,3721
320,3721
340,3721
360,3721
380,3721
400,3721
420,3721
440,3721
460,3766
480,3902
500,4081
520,4215
540,4378
560,4545
580,4695
600,4889
620,5076
640,5228
660,5384
680,5543
700,5723
720,5859
740,6014
760,6162
780,6318
800,6443
