Threshold,f1_score
0.0,0.0
0.05,0.8034205031321467
0.1,0.8034205031321467
0.15,0.8034205031321467
0.2,0.8034205031321467
0.25,0.6382027758174548
0.3,0.6382027758174548
0.35,0.6382027758174548
0.4,0.6382027758174548
0.45,0.6382027758174548
0.5,0.6382027758174548
0.55,0.5507974381514504
0.6,0.5507974381514504
0.65,0.5507974381514504
0.7,0.5507974381514504
0.75,0.5507974381514504
0.8,0.5507974381514504
0.85,0.5507974381514504
0.9,0.5507974381514504
0.95,0.5507974381514504
1.0,0.5507974381514504
