Threshold,precision
0.0,NaN
0.05,0.009071877180739707
0.1,0.013617758186397984
0.15,0.013617758186397984
0.2,0.017559886317498986
0.25,0.028398588472525625
0.3,0.028398588472525625
0.35,0.028398588472525625
0.4,0.028398588472525625
0.45,0.028398588472525625
0.5,0.028398588472525625
0.55,0.028398588472525625
0.6,0.0
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,NaN
