Threshold,f1_score
0.0,0.0
0.05,0.7534039334341907
0.1,0.7534039334341907
0.15,0.7167449139280125
0.2,0.7167449139280125
0.25,0.7167449139280125
0.3,0.7167449139280125
0.35,0.7350427350427351
0.4,0.7350427350427351
0.45,0.7350427350427351
0.5,0.6666666666666666
0.55,0.6666666666666666
0.6,0.4
0.65,0.4
0.7,0.336
0.75,0.336
0.8,0.336
0.85,0.06962025316455696
0.9,0.06962025316455696
0.95,0.006622516556291391
1.0,0.0
