Threshold,f1_score
0.0,0.7785419532324622
0.05,0.7785419532324622
0.1,0.304421768707483
0.15,0.304421768707483
0.2,0.304421768707483
0.25,0.304421768707483
0.3,0.304421768707483
0.35,0.304421768707483
0.4,0.304421768707483
0.45,0.304421768707483
0.5,0.304421768707483
0.55,0.304421768707483
0.6,0.0
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
