Threshold,precision
0.0,0.8062678062678063
0.05,0.8062678062678063
0.1,0.18158826504805262
0.15,0.1811740890688259
0.2,0.1820020222446916
0.25,0.1811740890688259
0.3,0.1811740890688259
0.35,0.1820020222446916
0.4,0.18158826504805262
0.45,0.18158826504805262
0.5,0.1820020222446916
0.55,0.18158826504805262
0.6,NaN
0.65,NaN
0.7,NaN
0.75,NaN
0.8,NaN
0.85,NaN
0.9,NaN
0.95,NaN
1.0,NaN
