Threshold,precision
0.0,NaN
0.05,0.6866834746733899
0.1,0.6866834746733899
0.15,0.6866834746733899
0.2,0.6866834746733899
0.25,0.6866834746733899
0.3,0.6866834746733899
0.35,0.7886658795749705
0.4,0.7886658795749705
0.45,0.7886658795749705
0.5,0.7886658795749705
0.55,0.9223103057757644
0.6,0.9970958373668926
0.65,0.9986338797814208
0.7,1.0
0.75,NaN
0.8,NaN
0.85,NaN
0.9,NaN
0.95,NaN
1.0,NaN
