Threshold,precision
0.0,NaN
0.05,NaN
0.1,NaN
0.15,NaN
0.2,NaN
0.25,NaN
0.3,NaN
0.35,NaN
0.4,NaN
0.45,NaN
0.5,NaN
0.55,1.0
0.6,1.0
0.65,1.0
0.7,1.0
0.75,1.0
0.8,1.0
0.85,1.0
0.9,1.0
0.95,1.0
1.0,1.0
