Threshold,f1_score
0.0,0.7939508506616257
0.05,0.6077519379844961
0.1,0.44534412955465585
0.15,0.3513281919451585
0.2,0.09568874868559411
0.25,0.10678210678210678
0.3,0.12612612612612611
0.35,0.12544802867383512
0.4,0.0
0.45,0.0
0.5,0.0
0.55,0.0
0.6,0.0
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
