Threshold,recall
0.0,0.8823529411764706
0.05,0.8235294117647058
0.1,0.9243697478991597
0.15,0.8613445378151261
0.2,0.38235294117647056
0.25,0.15546218487394958
0.3,0.14705882352941177
0.35,0.14705882352941177
0.4,0.0
0.45,0.0
0.5,0.0
0.55,0.0
0.6,0.0
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
