Threshold,precision
0.0,0.8641410842586544
0.05,0.7522982635342186
0.1,0.6370866779586125
0.15,0.23066203994644663
0.2,0.14720310569966472
0.25,0.04519896956935998
0.3,0.010035018825148779
0.35,0.005218767275438321
0.4,0.003967105414283417
0.45,0.004013351542970965
0.5,0.00747793638571344
0.55,NaN
0.6,NaN
0.65,NaN
0.7,NaN
0.75,NaN
0.8,NaN
0.85,NaN
0.9,NaN
0.95,NaN
1.0,NaN
