Threshold,recall
0.0,0.8084326306141155
0.05,0.9000916590284143
0.1,0.8810469497912211
0.15,0.8597616865261228
0.2,0.8495773500356452
0.25,0.7826662592932071
0.3,0.4039107852123434
0.35,0.20959364497402994
0.4,0.17588349119054894
0.45,0.16580099806497606
0.5,0.051430899276912106
0.55,0.0
0.6,0.0
0.65,0.0
0.7,0.0
0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1.0,0.0
